date,Experimental Plot,Sensor,Variable,Value,Unit,Sensor Depth
2019-07-02,E1,Second Sensor,Soil Temperature,25.13124994,deg C,7.5 cm
2019-07-03,E1,Second Sensor,Soil Temperature,26.70416661,deg C,7.5 cm
2019-07-04,E1,Second Sensor,Soil Temperature,28.11666675,deg C,7.5 cm
2019-07-05,E1,Second Sensor,Soil Temperature,26.21874996,deg C,7.5 cm
2019-07-06,E1,Second Sensor,Soil Temperature,25.01041671,deg C,7.5 cm
2019-07-07,E1,Second Sensor,Soil Temperature,23.04166671,deg C,7.5 cm
2019-07-08,E1,Second Sensor,Soil Temperature,22.78958352,deg C,7.5 cm
2019-07-09,E1,Second Sensor,Soil Temperature,23.53958329,deg C,7.5 cm
2019-07-10,E1,Second Sensor,Soil Temperature,25.60624997,deg C,7.5 cm
2019-07-11,E1,Second Sensor,Soil Temperature,23.2729166,deg C,7.5 cm
2019-07-12,E1,Second Sensor,Soil Temperature,22.64583333,deg C,7.5 cm
2019-07-13,E1,Second Sensor,Soil Temperature,23.80833336,deg C,7.5 cm
2019-07-14,E1,Second Sensor,Soil Temperature,22.75,deg C,7.5 cm
2019-07-15,E1,Second Sensor,Soil Temperature,23.87083328,deg C,7.5 cm
2019-07-16,E1,Second Sensor,Soil Temperature,22.81458322,deg C,7.5 cm
2019-07-17,E1,Second Sensor,Soil Temperature,23.86875002,deg C,7.5 cm
2019-07-18,E1,Second Sensor,Soil Temperature,23.22916671,deg C,7.5 cm
2019-07-19,E1,Second Sensor,Soil Temperature,24.01458335,deg C,7.5 cm
2019-07-20,E1,Second Sensor,Soil Temperature,26.58125011,deg C,7.5 cm
2019-07-21,E1,Second Sensor,Soil Temperature,25.88750009,deg C,7.5 cm
2019-07-22,E1,Second Sensor,Soil Temperature,21.40833322,deg C,7.5 cm
2019-07-23,E1,Second Sensor,Soil Temperature,22.89583333,deg C,7.5 cm
2019-07-24,E1,Second Sensor,Soil Temperature,23.47916675,deg C,7.5 cm
2019-07-25,E1,Second Sensor,Soil Temperature,24.44583333,deg C,7.5 cm
2019-07-26,E1,Second Sensor,Soil Temperature,26.41875001,deg C,7.5 cm
2019-07-27,E1,Second Sensor,Soil Temperature,27.58958328,deg C,7.5 cm
2019-07-28,E1,Second Sensor,Soil Temperature,27.10208325,deg C,7.5 cm
2019-07-29,E1,Second Sensor,Soil Temperature,28.05000015,deg C,7.5 cm
2019-07-30,E1,Second Sensor,Soil Temperature,28.26250013,deg C,7.5 cm
2019-07-31,E1,Second Sensor,Soil Temperature,26.69583333,deg C,7.5 cm
2019-08-01,E1,Second Sensor,Soil Temperature,27.1312499,deg C,7.5 cm
2019-08-02,E1,Second Sensor,Soil Temperature,26.74583324,deg C,7.5 cm
2019-08-03,E1,Second Sensor,Soil Temperature,25.61874994,deg C,7.5 cm
2019-08-04,E1,Second Sensor,Soil Temperature,23.13541663,deg C,7.5 cm
2019-08-05,E1,Second Sensor,Soil Temperature,23.49583338,deg C,7.5 cm
2019-08-06,E1,Second Sensor,Soil Temperature,25.55416691,deg C,7.5 cm
2019-08-07,E1,Second Sensor,Soil Temperature,24.25625002,deg C,7.5 cm
2019-08-08,E1,Second Sensor,Soil Temperature,22.34583342,deg C,7.5 cm
2019-08-09,E1,Second Sensor,Soil Temperature,21.44791671,deg C,7.5 cm
2019-08-10,E1,Second Sensor,Soil Temperature,19.4000001,deg C,7.5 cm
2019-08-11,E1,Second Sensor,Soil Temperature,19.76041673,deg C,7.5 cm
2019-08-12,E1,Second Sensor,Soil Temperature,21.21874996,deg C,7.5 cm
2019-08-13,E1,Second Sensor,Soil Temperature,22.92916675,deg C,7.5 cm
2019-08-14,E1,Second Sensor,Soil Temperature,22.06249988,deg C,7.5 cm
2019-08-15,E1,Second Sensor,Soil Temperature,22.13333327,deg C,7.5 cm
2019-08-16,E1,Second Sensor,Soil Temperature,21.93125002,deg C,7.5 cm
2019-08-17,E1,Second Sensor,Soil Temperature,22.28958325,deg C,7.5 cm
2019-08-18,E1,Second Sensor,Soil Temperature,22.85000002,deg C,7.5 cm
2019-08-19,E1,Second Sensor,Soil Temperature,22.90833334,deg C,7.5 cm
2019-08-20,E1,Second Sensor,Soil Temperature,21.48125009,deg C,7.5 cm
2019-08-21,E1,Second Sensor,Soil Temperature,19.69999997,deg C,7.5 cm
2019-08-22,E1,Second Sensor,Soil Temperature,21.03958344,deg C,7.5 cm
2019-08-23,E1,Second Sensor,Soil Temperature,20.02500002,deg C,7.5 cm
2019-08-24,E1,Second Sensor,Soil Temperature,19.33333323,deg C,7.5 cm
2019-08-25,E1,Second Sensor,Soil Temperature,19.42083313,deg C,7.5 cm
2019-08-26,E1,Second Sensor,Soil Temperature,20.29375003,deg C,7.5 cm
2019-08-27,E1,Second Sensor,Soil Temperature,21.08541677,deg C,7.5 cm
2019-08-28,E1,Second Sensor,Soil Temperature,20.85833331,deg C,7.5 cm
2019-08-29,E1,Second Sensor,Soil Temperature,21.02499998,deg C,7.5 cm
2019-08-30,E1,Second Sensor,Soil Temperature,18.48125009,deg C,7.5 cm
2019-08-31,E1,Second Sensor,Soil Temperature,18.05000015,deg C,7.5 cm
2019-09-01,E1,Second Sensor,Soil Temperature,17.45624995,deg C,7.5 cm
2019-09-02,E1,Second Sensor,Soil Temperature,17.23333331,deg C,7.5 cm
2019-09-03,E1,Second Sensor,Soil Temperature,18.74166663,deg C,7.5 cm
2019-09-04,E1,Second Sensor,Soil Temperature,17.90000002,deg C,7.5 cm
2019-09-05,E1,Second Sensor,Soil Temperature,16.88541675,deg C,7.5 cm
2019-09-06,E1,Second Sensor,Soil Temperature,17.26250003,deg C,7.5 cm
2019-09-07,E1,Second Sensor,Soil Temperature,17.69791667,deg C,7.5 cm
2019-09-08,E1,Second Sensor,Soil Temperature,16.32083338,deg C,7.5 cm
2019-09-09,E1,Second Sensor,Soil Temperature,16.3395834,deg C,7.5 cm
2019-09-10,E1,Second Sensor,Soil Temperature,14.60208325,deg C,7.5 cm
2019-09-11,E1,Second Sensor,Soil Temperature,18.01874995,deg C,7.5 cm
2019-09-12,E1,Second Sensor,Soil Temperature,16.97499994,deg C,7.5 cm
2019-09-13,E1,Second Sensor,Soil Temperature,14.71458322,deg C,7.5 cm
2019-09-14,E1,Second Sensor,Soil Temperature,14.79374995,deg C,7.5 cm
2019-09-15,E1,Second Sensor,Soil Temperature,15.44166674,deg C,7.5 cm
2019-09-16,E1,Second Sensor,Soil Temperature,15.53333326,deg C,7.5 cm
2019-09-17,E1,Second Sensor,Soil Temperature,14.65416666,deg C,7.5 cm
2019-09-18,E1,Second Sensor,Soil Temperature,14.69583338,deg C,7.5 cm
2019-09-19,E1,Second Sensor,Soil Temperature,14.63749991,deg C,7.5 cm
2019-09-20,E1,Second Sensor,Soil Temperature,17.34583332,deg C,7.5 cm
2019-09-21,E1,Second Sensor,Soil Temperature,19.85624993,deg C,7.5 cm
2019-09-22,E1,Second Sensor,Soil Temperature,20.02291671,deg C,7.5 cm
2019-09-23,E1,Second Sensor,Soil Temperature,20.23333335,deg C,7.5 cm
2019-09-24,E1,Second Sensor,Soil Temperature,17.60833341,deg C,7.5 cm
2019-09-25,E1,Second Sensor,Soil Temperature,15.05208329,deg C,7.5 cm
2019-09-26,E1,Second Sensor,Soil Temperature,14.86875002,deg C,7.5 cm
2019-09-27,E1,Second Sensor,Soil Temperature,14.74166658,deg C,7.5 cm
2019-09-28,E1,Second Sensor,Soil Temperature,14.98333329,deg C,7.5 cm
2019-09-29,E1,Second Sensor,Soil Temperature,14.51458333,deg C,7.5 cm
2019-09-30,E1,Second Sensor,Soil Temperature,11.66458337,deg C,7.5 cm
2019-10-01,E1,Second Sensor,Soil Temperature,13.3791667,deg C,7.5 cm
2019-10-02,E1,Second Sensor,Soil Temperature,13.48333335,deg C,7.5 cm
2019-10-03,E1,Second Sensor,Soil Temperature,9.079166671,deg C,7.5 cm
2019-10-04,E1,Second Sensor,Soil Temperature,9.370833377,deg C,7.5 cm
2019-10-05,E1,Second Sensor,Soil Temperature,8.400000021,deg C,7.5 cm
2019-10-06,E1,Second Sensor,Soil Temperature,8.350000004,deg C,7.5 cm
2019-10-07,E1,Second Sensor,Soil Temperature,12.36666665,deg C,7.5 cm
2019-10-08,E1,Second Sensor,Soil Temperature,13.01041671,deg C,7.5 cm
2019-10-09,E1,Second Sensor,Soil Temperature,11.11458331,deg C,7.5 cm
2019-10-10,E1,Second Sensor,Soil Temperature,10.89999997,deg C,7.5 cm
2019-10-11,E1,Second Sensor,Soil Temperature,10.75000004,deg C,7.5 cm
2019-10-12,E1,Second Sensor,Soil Temperature,12.21666668,deg C,7.5 cm
2019-10-13,E1,Second Sensor,Soil Temperature,12.57291667,deg C,7.5 cm
2019-10-14,E1,Second Sensor,Soil Temperature,9.866666685,deg C,7.5 cm
2019-10-15,E1,Second Sensor,Soil Temperature,8.9375,deg C,7.5 cm
2019-10-16,E1,Second Sensor,Soil Temperature,9.012499988,deg C,7.5 cm
2019-10-17,E1,Second Sensor,Soil Temperature,8.264583359,deg C,7.5 cm
2019-10-18,E1,Second Sensor,Soil Temperature,7.514583329,deg C,7.5 cm
2019-10-19,E1,Second Sensor,Soil Temperature,8.091666669,deg C,7.5 cm
2019-10-20,E1,Second Sensor,Soil Temperature,6.385416662,deg C,7.5 cm
2019-10-21,E1,Second Sensor,Soil Temperature,8.710416675,deg C,7.5 cm
2019-10-22,E1,Second Sensor,Soil Temperature,8.529166649,deg C,7.5 cm
2019-10-23,E1,Second Sensor,Soil Temperature,10.83333331,deg C,7.5 cm
2019-10-24,E1,Second Sensor,Soil Temperature,9.1104167,deg C,7.5 cm
2019-10-25,E1,Second Sensor,Soil Temperature,7.981250018,deg C,7.5 cm
2019-10-26,E1,Second Sensor,Soil Temperature,7.516666661,deg C,7.5 cm
2019-10-27,E1,Second Sensor,Soil Temperature,5.145833318,deg C,7.5 cm
2019-10-28,E1,Second Sensor,Soil Temperature,8.918750008,deg C,7.5 cm
2019-10-29,E1,Second Sensor,Soil Temperature,9.310416669,deg C,7.5 cm
2019-10-30,E1,Second Sensor,Soil Temperature,11.21041663,deg C,7.5 cm
2019-10-31,E1,Second Sensor,Soil Temperature,12.25833337,deg C,7.5 cm
2019-11-01,E1,Second Sensor,Soil Temperature,8.356249978,deg C,7.5 cm
2019-11-02,E1,Second Sensor,Soil Temperature,5.685416664,deg C,7.5 cm
2019-11-03,E1,Second Sensor,Soil Temperature,4.820000014,deg C,7.5 cm
2019-11-04,E1,Second Sensor,Soil Temperature,4.314583321,deg C,7.5 cm
2019-11-05,E1,Second Sensor,Soil Temperature,6.012499988,deg C,7.5 cm
2019-11-06,E1,Second Sensor,Soil Temperature,4.060416649,deg C,7.5 cm
2019-11-07,E1,Second Sensor,Soil Temperature,2.31250002,deg C,7.5 cm
2019-11-08,E1,Second Sensor,Soil Temperature,1.877083329,deg C,7.5 cm
2019-11-09,E1,Second Sensor,Soil Temperature,1.256249997,deg C,7.5 cm
2019-11-10,E1,Second Sensor,Soil Temperature,1.479166662,deg C,7.5 cm
2019-11-11,E1,Second Sensor,Soil Temperature,0.991666655,deg C,7.5 cm
2019-11-12,E1,Second Sensor,Soil Temperature,0.854166659,deg C,7.5 cm
2019-11-13,E1,Second Sensor,Soil Temperature,0.908333311,deg C,7.5 cm
2019-11-14,E1,Second Sensor,Soil Temperature,0.927083316,deg C,7.5 cm
2019-11-15,E1,Second Sensor,Soil Temperature,1.127083364,deg C,7.5 cm
2019-11-16,E1,Second Sensor,Soil Temperature,1.085416682,deg C,7.5 cm
2019-11-17,E1,Second Sensor,Soil Temperature,0.864583326,deg C,7.5 cm
2019-11-18,E1,Second Sensor,Soil Temperature,0.8375,deg C,7.5 cm
2019-11-19,E1,Second Sensor,Soil Temperature,1.031250007,deg C,7.5 cm
2019-11-20,E1,Second Sensor,Soil Temperature,1.072916684,deg C,7.5 cm
2019-11-21,E1,Second Sensor,Soil Temperature,1.108333359,deg C,7.5 cm
2019-11-22,E1,Second Sensor,Soil Temperature,1.06458334,deg C,7.5 cm
2019-11-23,E1,Second Sensor,Soil Temperature,0.708333327,deg C,7.5 cm
2019-11-24,E1,Second Sensor,Soil Temperature,0.622916682,deg C,7.5 cm
2019-11-25,E1,Second Sensor,Soil Temperature,0.600000024,deg C,7.5 cm
2019-11-26,E1,Second Sensor,Soil Temperature,0.758333346,deg C,7.5 cm
2019-11-27,E1,Second Sensor,Soil Temperature,0.722916671,deg C,7.5 cm
2019-11-28,E1,Second Sensor,Soil Temperature,0.900000002,deg C,7.5 cm
2019-11-29,E1,Second Sensor,Soil Temperature,0.829166667,deg C,7.5 cm
2019-11-30,E1,Second Sensor,Soil Temperature,0.606250022,deg C,7.5 cm
2019-12-01,E1,Second Sensor,Soil Temperature,0.516666677,deg C,7.5 cm
2019-12-02,E1,Second Sensor,Soil Temperature,0.306250008,deg C,7.5 cm
2019-12-03,E1,Second Sensor,Soil Temperature,0.093750001,deg C,7.5 cm
2019-12-04,E1,Second Sensor,Soil Temperature,-0.104166668,deg C,7.5 cm
2019-12-05,E1,Second Sensor,Soil Temperature,0.054166667,deg C,7.5 cm
2019-12-06,E1,Second Sensor,Soil Temperature,0.083333335,deg C,7.5 cm
2019-12-07,E1,Second Sensor,Soil Temperature,-0.054166667,deg C,7.5 cm
2019-12-08,E1,Second Sensor,Soil Temperature,-0.233333339,deg C,7.5 cm
2019-12-09,E1,Second Sensor,Soil Temperature,-0.035416667,deg C,7.5 cm
2019-12-10,E1,Second Sensor,Soil Temperature,0.760416672,deg C,7.5 cm
2019-12-11,E1,Second Sensor,Soil Temperature,0.304166673,deg C,7.5 cm
2019-12-12,E1,Second Sensor,Soil Temperature,-0.445833336,deg C,7.5 cm
2019-12-13,E1,Second Sensor,Soil Temperature,-0.702083354,deg C,7.5 cm
2019-12-14,E1,Second Sensor,Soil Temperature,-0.014583334,deg C,7.5 cm
2019-12-15,E1,Second Sensor,Soil Temperature,0.100000001,deg C,7.5 cm
2019-12-16,E1,Second Sensor,Soil Temperature,0.100000001,deg C,7.5 cm
2019-12-17,E1,Second Sensor,Soil Temperature,0.025,deg C,7.5 cm
2019-12-18,E1,Second Sensor,Soil Temperature,0.025,deg C,7.5 cm
2019-12-19,E1,Second Sensor,Soil Temperature,-1.181249996,deg C,7.5 cm
2019-12-20,E1,Second Sensor,Soil Temperature,-3.637500018,deg C,7.5 cm
2019-12-21,E1,Second Sensor,Soil Temperature,-4.712500016,deg C,7.5 cm
2019-12-22,E1,Second Sensor,Soil Temperature,-2.872916674,deg C,7.5 cm
2019-12-23,E1,Second Sensor,Soil Temperature,-0.547916668,deg C,7.5 cm
2019-12-24,E1,Second Sensor,Soil Temperature,-0.935416676,deg C,7.5 cm
2019-12-25,E1,Second Sensor,Soil Temperature,-3.391666661,deg C,7.5 cm
2019-12-26,E1,Second Sensor,Soil Temperature,-4.683333327,deg C,7.5 cm
2019-12-27,E1,Second Sensor,Soil Temperature,-1.233333338,deg C,7.5 cm
2019-12-28,E1,Second Sensor,Soil Temperature,-0.129166669,deg C,7.5 cm
2019-12-29,E1,Second Sensor,Soil Temperature,-0.629166667,deg C,7.5 cm
2019-12-30,E1,Second Sensor,Soil Temperature,-2.26874999,deg C,7.5 cm
2019-12-31,E1,Second Sensor,Soil Temperature,-1.10208333,deg C,7.5 cm
2020-01-01,E1,Second Sensor,Soil Temperature,-0.579166673,deg C,7.5 cm
2020-01-02,E1,Second Sensor,Soil Temperature,-0.422916671,deg C,7.5 cm
2020-01-03,E1,Second Sensor,Soil Temperature,-0.200000005,deg C,7.5 cm
2020-01-04,E1,Second Sensor,Soil Temperature,-0.075000001,deg C,7.5 cm
2020-01-05,E1,Second Sensor,Soil Temperature,-0.0125,deg C,7.5 cm
2020-01-06,E1,Second Sensor,Soil Temperature,-0.341666672,deg C,7.5 cm
2020-01-07,E1,Second Sensor,Soil Temperature,-0.63541667,deg C,7.5 cm
2020-01-08,E1,Second Sensor,Soil Temperature,-0.481250009,deg C,7.5 cm
2020-01-09,E1,Second Sensor,Soil Temperature,-0.981250001,deg C,7.5 cm
2020-01-10,E1,Second Sensor,Soil Temperature,-0.933333331,deg C,7.5 cm
2020-01-11,E1,Second Sensor,Soil Temperature,-0.147916669,deg C,7.5 cm
2020-01-12,E1,Second Sensor,Soil Temperature,-0.243750003,deg C,7.5 cm
2020-01-13,E1,Second Sensor,Soil Temperature,-1.006250011,deg C,7.5 cm
2020-01-14,E1,Second Sensor,Soil Temperature,-1.068750016,deg C,7.5 cm
2020-01-15,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-16,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-17,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-18,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-19,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-20,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-21,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-22,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-23,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-24,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-25,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-26,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-27,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-28,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-29,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-30,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-01-31,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-01,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-02,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-03,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-04,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-05,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-06,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-07,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-08,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-09,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-10,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-11,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-12,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-13,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-14,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-15,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-16,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-17,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-18,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-19,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-20,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-21,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-22,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-23,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-24,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-25,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-26,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-27,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-28,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-02-29,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-01,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-02,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-03,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-04,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-05,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-06,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-07,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-08,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-09,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-10,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-11,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-12,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-13,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-14,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-15,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-16,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-17,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-18,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-19,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-20,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-21,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-22,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-23,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-24,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-25,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-26,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-27,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-28,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-29,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-30,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-03-31,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-01,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-02,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-03,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-04,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-05,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-06,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-07,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-08,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-09,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-10,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-11,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-12,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-13,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-14,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-15,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-16,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-17,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-18,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-19,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-20,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-21,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-22,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-23,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-24,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-25,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-26,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-27,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-28,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-29,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-04-30,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-01,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-02,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-03,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-04,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-05,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-06,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-07,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-08,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-09,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-10,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-11,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-12,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-13,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-14,E1,Second Sensor,Soil Temperature,11.12916663,deg C,7.5 cm
2020-05-15,E1,Second Sensor,Soil Temperature,11.10416671,deg C,7.5 cm
2020-05-16,E1,Second Sensor,Soil Temperature,12.4041667,deg C,7.5 cm
2020-05-17,E1,Second Sensor,Soil Temperature,14.49375006,deg C,7.5 cm
2020-05-18,E1,Second Sensor,Soil Temperature,15.56458338,deg C,7.5 cm
2020-05-19,E1,Second Sensor,Soil Temperature,,deg C,7.5 cm
2020-05-20,E1,Second Sensor,Soil Temperature,17.3104167,deg C,7.5 cm
2020-05-21,E1,Second Sensor,Soil Temperature,18.54791675,deg C,7.5 cm
2020-05-22,E1,Second Sensor,Soil Temperature,20.18541664,deg C,7.5 cm
2020-05-23,E1,Second Sensor,Soil Temperature,21.17916671,deg C,7.5 cm
2020-05-24,E1,Second Sensor,Soil Temperature,20.37291666,deg C,7.5 cm
2020-05-25,E1,Second Sensor,Soil Temperature,20.32708327,deg C,7.5 cm
2020-05-26,E1,Second Sensor,Soil Temperature,23.57500009,deg C,7.5 cm
2020-05-27,E1,Second Sensor,Soil Temperature,26.42083331,deg C,7.5 cm
2020-05-28,E1,Second Sensor,Soil Temperature,26.47916671,deg C,7.5 cm
2020-05-29,E1,Second Sensor,Soil Temperature,25.45000001,deg C,7.5 cm
2020-05-30,E1,Second Sensor,Soil Temperature,22.04999991,deg C,7.5 cm
2020-05-31,E1,Second Sensor,Soil Temperature,14.82500005,deg C,7.5 cm
2020-06-01,E1,Second Sensor,Soil Temperature,12.47083331,deg C,7.5 cm
2020-06-02,E1,Second Sensor,Soil Temperature,14.71458335,deg C,7.5 cm
2020-06-03,E1,Second Sensor,Soil Temperature,15.00000002,deg C,7.5 cm
2020-06-04,E1,Second Sensor,Soil Temperature,17.93333334,deg C,7.5 cm
2020-06-05,E1,Second Sensor,Soil Temperature,21.70833331,deg C,7.5 cm
2020-06-06,E1,Second Sensor,Soil Temperature,21.46041663,deg C,7.5 cm
2020-06-07,E1,Second Sensor,Soil Temperature,18.45833337,deg C,7.5 cm
2020-06-08,E1,Second Sensor,Soil Temperature,19.49791662,deg C,7.5 cm
2020-06-09,E1,Second Sensor,Soil Temperature,21.13958331,deg C,7.5 cm
2020-06-10,E1,Second Sensor,Soil Temperature,20.03124996,deg C,7.5 cm
2020-06-11,E1,Second Sensor,Soil Temperature,20.68541674,deg C,7.5 cm
